region,sub_region,country,state_province,city
Europe,"Eastern Europe","Russian Federation",Moscow,MOSCOW
Europe,"Eastern Europe","Russian Federation","Murmansk Oblast",MURMANSK
Europe,"Eastern Europe","Russian Federation","Primorsky Krai",NAKHODKA
Europe,"Eastern Europe","Russian Federation","Khanty-Mansi Autonomous Okrug",NEFTEYUGANSK
Europe,"Eastern Europe","Russian Federation","Rostov Oblast",NOVOCHERKASSK
Europe,"Eastern Europe","Russian Federation","Kemerovo Oblast",NOVOKUZNETSK
Europe,"Eastern Europe","Russian Federation","Kaluga Oblast",OBNINSK
Europe,"Eastern Europe","Russian Federation","Penza Oblast",PENZA
Europe,"Eastern Europe","Russian Federation","Republic of Karelia",PETROZAVODSK
Europe,"Eastern Europe","Russian Federation","Moscow Oblast",PODOLSK
Europe,"Eastern Europe","Russian Federation","Moscow Oblast",REUTOV
Europe,"Eastern Europe","Russian Federation","Ryazan Oblast",RYAZAN
Europe,"Eastern Europe","Russian Federation","Yaroslavl Oblast",RYBINSK
Europe,"Eastern Europe","Russian Federation","Saint Petersburg","SAINT PETERSBURG"
Europe,"Eastern Europe","Russian Federation","Republic of Mordovia",SARANSK
Europe,"Eastern Europe","Russian Federation","Smolensk Oblast",SMOLENSK
Europe,"Eastern Europe","Russian Federation","Krasnodar Krai",SOCHI
Europe,"Eastern Europe","Russian Federation","Perm Krai",SOLIKAMSK
Europe,"Eastern Europe","Russian Federation","St. Petersburg","ST. PETERSBURG"
Europe,"Eastern Europe","Russian Federation","Stavropol Krai",STAVROPOL
Europe,"Eastern Europe","Russian Federation","Republic of Bashkortostan",STERLITAMAK
Europe,"Eastern Europe","Russian Federation","Rostov Oblast",TAGANROG
Europe,"Eastern Europe","Russian Federation","Tambov Oblast",TAMBOV
Europe,"Eastern Europe","Russian Federation","Tyumen Oblast",TOBOLSK
Europe,"Eastern Europe","Russian Federation","Tula Oblast",TULA
Europe,"Eastern Europe","Russian Federation","Tver Oblast",TVER
Europe,"Eastern Europe","Russian Federation","Tyumen Oblast",TYUMEN
Europe,"Eastern Europe","Russian Federation","Republic of Bashkortostan",UFA
Europe,"Eastern Europe","Russian Federation","Komi Republic",UKHTA
Europe,"Eastern Europe","Russian Federation","Republic of Buryatia",ULAN-UDE
Europe,"Eastern Europe","Russian Federation","Ulyanovsk Oblast",ULYANOVSK
Europe,"Eastern Europe","Russian Federation","Primorsky Krai",USSURIYSK
Europe,"Eastern Europe","Russian Federation","Irkutsk Oblast",UST-ILIMSK
Europe,"Eastern Europe","Russian Federation","Sverdlovsk Oblast","VERKHNYAYA PYSHMA"
Europe,"Eastern Europe","Russian Federation","Vladimir Oblast",VLADIMIR
Europe,"Eastern Europe","Russian Federation","Vologda Oblast",VOLOGDA
Europe,"Eastern Europe","Russian Federation","Voronezh Oblast",VORONEZH
Europe,"Eastern Europe","Russian Federation","Yaroslavl Oblast",YAROSLAVL
Europe,"Eastern Europe",Slovakia,,BARDEJOV
Europe,"Eastern Europe",Slovakia,BratislavskÃ½,BRATISLAVA
Europe,"Eastern Europe",Slovakia,,HUMENNE
Europe,"Eastern Europe",Slovakia,,KOMARNO
Europe,"Eastern Europe",Slovakia,"Košice Self-Governing Region",KOSICE
Europe,"Eastern Europe",Slovakia,,NAMESTOVO
Europe,"Eastern Europe",Slovakia,,NITRA
Europe,"Eastern Europe",Slovakia,,"NOVE ZAMKY"
Europe,"Eastern Europe",Slovakia,,PRESOV
Europe,"Eastern Europe",Slovakia,,TRENCIN
Europe,"Eastern Europe",Slovakia,,TRNAVA
Europe,"Eastern Europe",Slovakia,,ZILINA
Europe,"Eastern Europe",Ukraine,"Donetsk Oblast",DONETSK
Europe,"Eastern Europe",Ukraine,"Kyiv City",KIEV
Europe,"Eastern Europe",Ukraine,"Lviv Oblast",LVOV
Europe,"Eastern Europe",Ukraine,,UMAN
Europe,"Northern Europe",Denmark,,AALBORG
Europe,"Northern Europe",Denmark,"Central Jutland",AARHUS
Europe,"Northern Europe",Denmark,"Capital Region",COPENHAGEN
Europe,"Northern Europe",Denmark,,ESBJERG
Europe,"Northern Europe",Denmark,,FREDERIKSBERG
Europe,"Northern Europe",Denmark,,HILLEROD
Europe,"Northern Europe",Denmark,,HJORRING
Europe,"Northern Europe",Denmark,,HORSENS
Europe,"Northern Europe",Denmark,,KOLDING
Europe,"Northern Europe",Denmark,"Southern Denmark",ODENSE
Europe,"Northern Europe",Denmark,,RANDERS
Europe,"Northern Europe",Denmark,,ROSKILDE
Europe,"Northern Europe",Denmark,,SILKEBORG
Europe,"Northern Europe",Denmark,,SONDERBORG
Europe,"Northern Europe",Denmark,,VEJLE
Europe,"Northern Europe",England,Oxfordshire,ABINGDON
Europe,"Northern Europe",England,Lancashire,ACCRINGTON
Europe,"Northern Europe",England,Hampshire,ALDERSHOT
Europe,"Northern Europe",England,"Greater Manchester",ALTRINCHAM
Europe,"Northern Europe",England,Buckinghamshire,AMERSHAM
Europe,"Northern Europe",England,Hampshire,ANDOVER
Europe,"Northern Europe",England,Kent,ASHFORD
Europe,"Northern Europe",England,"Greater Manchester",ATHERTON
Europe,"Northern Europe",England,Buckinghamshire,AYLESBURY
Europe,"Northern Europe",England,Oxfordshire,BANBURY
Europe,"Northern Europe",England,Hampshire,BASINGSTOKE
Europe,"Northern Europe",England,SouthWest,BATH
Europe,"Northern Europe",England,"West Yorkshire",BATLEY
Europe,"Northern Europe",England,Bedfordshire,BEDFORD
Europe,"Northern Europe",England,"East Riding of Yorkshire",BEVERLEY
Europe,"Northern Europe",England,Oxfordshire,BICESTER
Europe,"Northern Europe",England,Devon,BIDEFORD
Europe,"Northern Europe",England,"West Midlands",BIRMINGHAM
Europe,"Northern Europe",England,"County Durham","BISHOP AUCKLAND"
Europe,"Northern Europe",England,"North West",BLACKBURN
Europe,"Northern Europe",England,Lancashire,BLACKPOOL
Europe,"Northern Europe",England,"Greater Manchester",BOLTON
Europe,"Northern Europe",England,Hertfordshire,BOREHAMWOOD
Europe,"Northern Europe",England,Lincolnshire,BOSTON
Europe,"Northern Europe",England,Dorset,BOURNEMOUTH
Europe,"Northern Europe",England,Berkshire,BRACKNELL
Europe,"Northern Europe",England,"Yorkshire and the Humber",BRADFORD
Europe,"Northern Europe",England,Essex,BRAINTREE
Europe,"Northern Europe",England,"East Sussex",BRIGHTON
Europe,"Northern Europe",England,SouthWest,BRISTOL
Europe,"Northern Europe",England,Kent,BROADSTAIRS
Europe,"Northern Europe",England,"West Sussex","BURGESS HILL"
Europe,"Northern Europe",England,Lancashire,BURNLEY
Europe,"Northern Europe",England,"Greater Manchester",BURY
Europe,"Northern Europe",England,Cambridgeshire,"CAMBRIDGE UK"
Europe,"Northern Europe",England,Cambridgeshire,"CAMBRIDGE UK"
Europe,"Northern Europe",England,"South East England",CANTERBURY
Europe,"Northern Europe",England,Cumbria,CARLISLE
Europe,"Northern Europe",England,"West Yorkshire",CASTLEFORD
Europe,"Northern Europe",England,Kent,CHATHAM
Europe,"Northern Europe",England,Essex,CHELMSFORD
Europe,"Northern Europe",England,Gloucestershire,CHELTENHAM
Europe,"Northern Europe",England,Derbyshire,CHESTERFIELD
Europe,"Northern Europe",England,"South East England",CHICHESTER
Europe,"Northern Europe",England,Wiltshire,CHIPPENHAM
Europe,"Northern Europe",England,Lancashire,CHORLEY
Europe,"Northern Europe",England,Essex,"CLACTON ON SEA"
Europe,"Northern Europe",England,Leicestershire,COALVILLE
Europe,"Northern Europe",England,Essex,COLCHESTER
Europe,"Northern Europe",England,Cheshire,CONGLETON
Europe,"Northern Europe",England,Northamptonshire,CORBY
Europe,"Northern Europe",England,"West Midlands",COVENTRY
Europe,"Northern Europe",England,"West Sussex",CRAWLEY
Europe,"Northern Europe",England,Cheshire,CREWE
Europe,"Northern Europe",England,"County Durham",DARLINGTON
Europe,"Northern Europe",England,Kent,DARTFORD
Europe,"Northern Europe",England,"East Midlands",DERBY
Europe,"Northern Europe",England,"South Yorkshire",DONCASTER
Europe,"Northern Europe",England,Oxfordshire,DORCHESTER
Europe,"Northern Europe",England,"Isle of Man",DOUGLAS
Europe,"Northern Europe",England,"West Midlands",DUDLEY
Europe,"Northern Europe",England,"County Durham",DURHAM
Europe,"Northern Europe",England,"West Sussex","EAST GRINSTEAD"
Europe,"Northern Europe",England,"East Sussex",EASTBOURNE
Europe,"Northern Europe",England,Hampshire,EASTLEIGH
Europe,"Northern Europe",England,SouthWest,"EXETER UK"
Europe,"Northern Europe",England,SouthWest,"EXETER UK"
Europe,"Northern Europe",England,Hampshire,FAREHAM
Europe,"Northern Europe",England,Hampshire,FARNBOROUGH
Europe,"Northern Europe",England,Surrey,FARNHAM
Europe,"Northern Europe",England,Hampshire,FLEET
Europe,"Northern Europe",England,Kent,FOLKESTONE
Europe,"Northern Europe",England,Lincolnshire,GAINSBOROUGH
Europe,"Northern Europe",England,"Tyne and Wear",GATESHEAD
Europe,"Northern Europe",England,SouthWest,GLOUCESTER
Europe,"Northern Europe",England,Kent,GRAVESEND
Europe,"Northern Europe",England,Worcestershire,"GREAT MALVERN"
Europe,"Northern Europe",England,Lincolnshire,GRIMSBY
Europe,"Northern Europe",England,Surrey,GUILDFORD
Europe,"Northern Europe",England,"West Yorkshire",HALIFAX
Europe,"Northern Europe",England,Essex,HARLOW
Europe,"Northern Europe",England,Hertfordshire,HARPENDEN
Europe,"Northern Europe",England,"North Yorkshire",HARROGATE
Europe,"Northern Europe",England,"East Sussex",HASTINGS
Europe,"Northern Europe",England,Herefordshire,HATFIELD
Europe,"Northern Europe",England,"West Sussex","HAYWARDS HEATH"
Europe,"Northern Europe",England,Herefordshire,HEREFORD
Europe,"Northern Europe",England,Hertfordshire,HERTFORD
Europe,"Northern Europe",England,Merseyside,HESWALL
Europe,"Northern Europe",England,"Greater Manchester",HEYWOOD
Europe,"Northern Europe",England,Buckinghamshire,"HIGH WYCOMBE"
Europe,"Northern Europe",England,Hertfordshire,HODDESDON
Europe,"Northern Europe",England,"West Sussex",HORSHAM
Europe,"Northern Europe",England,"East Sussex",HOVE
Europe,"Northern Europe",England,"West Yorkshire",HUDDERSFIELD
Europe,"Northern Europe",England,Cambridgeshire,HUNTINGDON
Europe,"Northern Europe",England,Suffolk,IPSWICH
Europe,"Northern Europe",England,"West Yorkshire",KEIGHLEY
Europe,"Northern Europe",England,Warwickshire,KENILWORTH
Europe,"Northern Europe",England,Northamptonshire,KETTERING
Europe,"Northern Europe",England,"East Riding of Yorkshire","KINGSTON UPON HULL"
Europe,"Northern Europe",England,Lancashire,LANCASTER
Europe,"Northern Europe",England,"Yorkshire and the Humber",LEEDS
Europe,"Northern Europe",England,"East Midlands",LEICESTER
Europe,"Northern Europe",England,Bedfordshire,"LEIGHTON BUZZARD"
Europe,"Northern Europe",England,Hertfordshire,LETCHWORTH
Europe,"Northern Europe",England,Lancashire,LEYLAND
Europe,"Northern Europe",England,Staffordshire,LICHFIELD
Europe,"Northern Europe",England,Lincolnshire,LINCOLN
Europe,"Northern Europe",England,"West Sussex",LITTLEHAMPTON
Europe,"Northern Europe",England,"North West",LIVERPOOL
Europe,"Northern Europe",England,London,LONDON
Europe,"Northern Europe",England,London,LONDON
Europe,"Northern Europe",England,Leicestershire,LOUGHBOROUGH
Europe,"Northern Europe",England,Essex,LOUGHTON
Europe,"Northern Europe",England,Lincolnshire,LOUTH
Europe,"Northern Europe",England,Bedfordshire,LUTON
Europe,"Northern Europe",England,Cheshire,MACCLESFIELD
Europe,"Northern Europe",England,Berkshire,MAIDENHEAD
Europe,"Northern Europe",England,Kent,MAIDSTONE
Europe,"Northern Europe",England,"North West",MANCHESTER
Europe,"Northern Europe",England,Nottinghamshire,MANSFIELD
Europe,"Northern Europe",England,Kent,MARGATE
Europe,"Northern Europe",England,"North Yorkshire",MIDDLESBROUGH
Europe,"Northern Europe",England,Buckinghamshire,"MILTON KEYNES"
Europe,"Northern Europe",England,Lancashire,NELSON
Europe,"Northern Europe",England,"North East","NEW CASTLE PA"
Europe,"Northern Europe",England,Berkshire,NEWBURY
Europe,"Northern Europe",England,"Tyne and Wear","NEWCASTLE UPON TYNE"
Europe,"Northern Europe",England,"North Yorkshire",NORTHALLERTON
Europe,"Northern Europe",England,Northamptonshire,NORTHAMPTON
Europe,"Northern Europe",England,Cheshire,NORTHWICH
Europe,"Northern Europe",England,Norfolk,NORWICH
Europe,"Northern Europe",England,"East Midlands",NOTTINGHAM
Europe,"Northern Europe",England,Warwickshire,NUNEATON
Europe,"Northern Europe",England,"South East England",OXFORD
Europe,"Northern Europe",England,Cornwall,PENZANCE
Europe,"Northern Europe",England,Cambridgeshire,PETERBOROUGH
Europe,"Northern Europe",England,SouthWest,PLYMOUTH
Europe,"Northern Europe",England,Dorset,POOLE
Europe,"Northern Europe",England,"South East England",PORTSMOUTH
Europe,"Northern Europe",England,Lancashire,PRESTON
Europe,"Northern Europe",England,Kent,RAMSGATE
Europe,"Northern Europe",England,Berkshire,READING
Europe,"Northern Europe",England,Surrey,REIGATE
Europe,"Northern Europe",England,"South Yorkshire",ROTHERHAM
Europe,"Northern Europe",England,Warwickshire,"ROYAL LEAMINGTON SPA"
Europe,"Northern Europe",England,Kent,"ROYAL TUNBRIDGE WELLS"
Europe,"Northern Europe",England,Warwickshire,RUGBY
Europe,"Northern Europe",England,SouthWest,SALISBURY
Europe,"Northern Europe",England,Maryland,"SALISBURY MD"
Europe,"Northern Europe",England,"North Yorkshire",SCARBOROUGH
Europe,"Northern Europe",England,Kent,SEVENOAKS
Europe,"Northern Europe",England,"Yorkshire and the Humber",SHEFFIELD
Europe,"Northern Europe",England,Shropshire,SHREWSBURY
Europe,"Northern Europe",England,Kent,SITTINGBOURNE
Europe,"Northern Europe",England,"North Yorkshire",SKIPTON
Europe,"Northern Europe",England,Lincolnshire,SLEAFORD
Europe,"Northern Europe",England,Berkshire,SLOUGH
Europe,"Northern Europe",England,"West Midlands",SOLIHULL
Europe,"Northern Europe",England,"South East England",SOUTHHAMPTON
Europe,"Northern Europe",England,Merseyside,SOUTHPORT
Europe,"Northern Europe",England,Lincolnshire,SPALDING
Europe,"Northern Europe",England,Staffordshire,STAFFORD
Europe,"Northern Europe",England,Lincolnshire,STAMFORD
Europe,"Northern Europe",England,Hertfordshire,STEVENAGE
Europe,"Northern Europe",England,"Greater Manchester",STOCKPORT
Europe,"Northern Europe",England,"West Midlands","STOKE ON TRENT"
Europe,"Northern Europe",England,Warwickshire,"STRATFORD UPON AVON"
Europe,"Northern Europe",England,"Tyne and Wear",SUNDERLAND
Europe,"Northern Europe",England,"West Midlands","SUTTON COLDFIELD"
Europe,"Northern Europe",England,Derbyshire,SWADLINCOTE
Europe,"Northern Europe",England,Wiltshire,SWINDON
Europe,"Northern Europe",England,Staffordshire,TAMWORTH
Europe,"Northern Europe",England,Somerset,TAUNTON
Europe,"Northern Europe",England,Shropshire,TELFORD
Europe,"Northern Europe",England,Kent,TONBRIDGE
Europe,"Northern Europe",England,Devon,TORQUAY
Europe,"Northern Europe",England,Cornwall,TRURO
Europe,"Northern Europe",England,"West Yorkshire",WAKEFIELD
Europe,"Northern Europe",England,Merseyside,WALLASEY
Europe,"Northern Europe",England,"West Midlands",WALSALL
Europe,"Northern Europe",England,Hertfordshire,WARE
Europe,"Northern Europe",England,Cheshire,WARRINGTON
Europe,"Northern Europe",England,Warwickshire,WARWICK
Europe,"Northern Europe",England,Hertfordshire,WATFORD
Europe,"Northern Europe",England,Northamptonshire,WELLINGBOROUGH
Europe,"Northern Europe",England,Hertfordshire,"WELWYN GARDEN CITY"
Europe,"Northern Europe",England,"Greater Manchester",WHITEFIELD
Europe,"Northern Europe",England,Kent,WHITSTABLE
Europe,"Northern Europe",England,"South East England",WINCHESTER
Europe,"Northern Europe",England,Essex,WITHAM
Europe,"Northern Europe",England,Oxfordshire,WITNEY
Europe,"Northern Europe",England,Berkshire,WOKINGHAM
Europe,"Northern Europe",England,"West Midlands",WOLVERHAMPTON
Europe,"Northern Europe",England,"West Sussex",WORTHING
Europe,"Northern Europe",England,"Yorkshire and the Humber",YORK
Europe,"Northern Europe",England,Pennsylvania,"YORK PA"
Europe,"Northern Europe",Estonia,Tartu,ELVA
Europe,"Northern Europe",Estonia,Ida-Viru,NARVA
Europe,"Northern Europe",Estonia,Laane-Viru,RAKVERE
Europe,"Northern Europe",Estonia,Harju,TALLINN
Europe,"Northern Europe",Estonia,Harjumaa,TALLINN
Europe,"Northern Europe",Estonia,Tartu,TARTU
Europe,"Northern Europe",Estonia,Viljandi,VILJANDI
Europe,"Northern Europe",Finland,Uusimaa,ESPOO
Europe,"Northern Europe",Finland,Uusimaa,HELSINKI
Europe,"Northern Europe",Finland,,JOENSUU
Europe,"Northern Europe",Finland,,KAJAANI
Europe,"Northern Europe",Finland,,KOTKA
Europe,"Northern Europe",Finland,,KOUVOLA
Europe,"Northern Europe",Finland,,KUOPIO
Europe,"Northern Europe",Finland,,LAHTI
Europe,"Northern Europe",Finland,,LAPPEENRANTA
Europe,"Northern Europe",Finland,,MAARIANHAMINA
Europe,"Northern Europe",Finland,,NOKIA
Europe,"Northern Europe",Finland,,OULU
Europe,"Northern Europe",Finland,,PORI
Europe,"Northern Europe",Finland,,PORVOO
Europe,"Northern Europe",Finland,,ROVANIEMI
Europe,"Northern Europe",Finland,,SALO
Europe,"Northern Europe",Finland,,TAMPERE
Europe,"Northern Europe",Finland,,TORNIO
Europe,"Northern Europe",Finland,,TURKU
Europe,"Northern Europe",Finland,,VAASA
Europe,"Northern Europe",Iceland,"Capital Region",REYKJAVIK
Europe,"Northern Europe",Ireland,Mayo,BALLINA
Europe,"Northern Europe",Ireland,Galway,BALLINASLOE
Europe,"Northern Europe",Ireland,Wicklow,BRAY
Europe,"Northern Europe",Ireland,Carlow,CARLOW
Europe,"Northern Europe",Ireland,Mayo,CASTLEBAR
Europe,"Northern Europe",Ireland,Tipperary,CLONMEL
Europe,"Northern Europe",Ireland,Munster,CORK
Europe,"Northern Europe",Ireland,Louth,DROGHEDA
Europe,"Northern Europe",Ireland,,DUBLIN
Europe,"Northern Europe",Ireland,Leinster,DUBLIN
Europe,"Northern Europe",Ireland,Louth,DUNDALK
Europe,"Northern Europe",Ireland,Galway,GALWAY
Europe,"Northern Europe",Ireland,Wicklow,GREYSTONES
Europe,"Northern Europe",Ireland,Kilkenny,KILKENNY
Europe,"Northern Europe",Ireland,Cork,KINSALE
Europe,"Northern Europe",Ireland,Kildare,LEIXLIP
Europe,"Northern Europe",Ireland,Donegal,LETTERKENNY
Europe,"Northern Europe",Ireland,Limerick,LIMERICK
Europe,"Northern Europe",Ireland,Longford,LONGFORD
Europe,"Northern Europe",Ireland,Monaghan,MONAGHAN
Europe,"Northern Europe",Ireland,Clare,SHANNON
Europe,"Northern Europe",Ireland,Cork,SKIBBEREEN
Europe,"Northern Europe",Ireland,Sligo,SLIGO
Europe,"Northern Europe",Ireland,Tipperary,THURLES
Europe,"Northern Europe",Ireland,Tipperary,TIPPERARY
Europe,"Northern Europe",Ireland,Offaly,TULLAMORE
Europe,"Northern Europe",Ireland,Waterford,WATERFORD
Europe,"Northern Europe",Ireland,Wexford,WEXFORD
Europe,"Northern Europe",Ireland,Wicklow,WICKLOW
Europe,"Northern Europe",Ireland,Cork,YOUGHAL
Europe,"Northern Europe",Latvia,,JELGAVA
Europe,"Northern Europe",Latvia,,JURMALA
Europe,"Northern Europe",Latvia,,LIEPAJA
Europe,"Northern Europe",Latvia,,REZEKNE
Europe,"Northern Europe",Latvia,Riga,RIGA
Europe,"Northern Europe",Latvia,,VALMIERA
Europe,"Northern Europe",Latvia,,VENTSPILS
Europe,"Northern Europe",Lithuania,,KAUNAS
Europe,"Northern Europe",Lithuania,,KLAIPEDA
Europe,"Northern Europe",Lithuania,,MARIJAMPOLE
Europe,"Northern Europe",Lithuania,,PALANGA
Europe,"Northern Europe",Lithuania,,PANEVEZYS
Europe,"Northern Europe",Lithuania,,PRIEKULE
Europe,"Northern Europe",Lithuania,,SIAULIAI
Europe,"Northern Europe",Lithuania,,UKMERGE
Europe,"Northern Europe",Lithuania,"Vilnius County",VILNIUS
Europe,"Northern Europe",Lithuania,,VISAGINAS
Europe,"Northern Europe","Northern Ireland","County Antrim",ANTRIM
Europe,"Northern Europe","Northern Ireland","County Antrim",LISBURN
Europe,"Northern Europe","Northern Ireland","County Armagh",NEWRY
Europe,"Northern Europe","Northern Ireland","County Down",NEWTOWNARDS
Europe,"Northern Europe","Northern Ireland","County Armagh",PORTADOWN
Europe,"Northern Europe",Norway,Hordaland,BERGEN
Europe,"Northern Europe",Norway,Buskerud,DRAMMEN
Europe,"Northern Europe",Norway,"Sogn og Fjordane",FLORO
Europe,"Northern Europe",Norway,Ostfold,HALDEN
Europe,"Northern Europe",Norway,Buskerud,HONEFOSS
Europe,"Northern Europe",Norway,Vest-Agder,KRISTIANSAND
Europe,"Northern Europe",Norway,Oppland,LILLEHAMMER
Europe,"Northern Europe",Norway,Vest-Agder,MANDAL
Europe,"Northern Europe",Norway,Telemark,NOTODDEN
Europe,"Northern Europe",Norway,Oslo,OSLO
Europe,"Northern Europe",Norway,Rogaland,STAVANGER
Europe,"Northern Europe",Norway,Nord-Trondelag,STEINKJER
Europe,"Northern Europe",Norway,Troms,TROMSO
Europe,"Northern Europe",Norway,Sor-Trondelag,TRONDHEIM
Europe,"Northern Europe","Nth Ireland",,BELFAST
Europe,"Northern Europe",Scotland,"Aberdeen City",ABERDEEN
Europe,"Northern Europe",Scotland,Highlands,AVIEMORE
Europe,"Northern Europe",Scotland,Strathclyde,AYR
Europe,"Northern Europe",Scotland,"Perth and Kinross","BRIDGE OF EARN"
Europe,"Northern Europe",Scotland,"West Lothian",BRIDGEND
Europe,"Northern Europe",Scotland,"Dumfries and Galloway","CASTLE DOUGLAS"
Europe,"Northern Europe",Scotland,Strathclyde,CUMBERNAULD
Europe,"Northern Europe",Scotland,Fife,CUPAR
Europe,"Northern Europe",Scotland,Clackmannanshire,DOLLAR
Europe,"Northern Europe",Scotland,Strathclyde,DUMBARTON
Europe,"Northern Europe",Scotland,"Dundee City",DUNDEE
Europe,"Northern Europe",Scotland,Fife,DUNFERMLINE
Europe,"Northern Europe",Scotland,"City of Edinburgh",EDINBURGH
Europe,"Northern Europe",Scotland,Strathclyde,GLASGOW
Europe,"Northern Europe",Scotland,"Glasgow City",GLASGOW
Europe,"Northern Europe",Scotland,Highlands,INVERNESS
Europe,"Northern Europe",Scotland,Strathclyde,KILMARNOCK
Europe,"Northern Europe",Scotland,Angus,KIRRIEMUIR
Europe,"Northern Europe",Scotland,Strathclyde,MOTHERWELL
Europe,"Northern Europe",Scotland,Strathclyde,PAISLEY
Europe,"Northern Europe",Scotland,Stirlingshire,STIRLING
Europe,"Northern Europe",Scotland,"Dumfries and Galloway",THORNHILL
Europe,"Northern Europe",Sweden,,ALINGSAS
Europe,"Northern Europe",Sweden,,ANGELHOLM
Europe,"Northern Europe",Sweden,,BORAS
Europe,"Northern Europe",Sweden,,BORLANGE
Europe,"Northern Europe",Sweden,,ESKILSTUNA
Europe,"Northern Europe",Sweden,,FALKENBERG
Europe,"Northern Europe",Sweden,,FALUN
Europe,"Northern Europe",Sweden,,GAVLE
Europe,"Northern Europe",Sweden,,HALMSTAD
Europe,"Northern Europe",Sweden,,HASSLEHOLM
Europe,"Northern Europe",Sweden,,HELSINGBORG
Europe,"Northern Europe",Sweden,,HUDIKSVALL
Europe,"Northern Europe",Sweden,,JONKOPING
Europe,"Northern Europe",Sweden,,KALMAR
Europe,"Northern Europe",Sweden,,KARLSKRONA
Europe,"Northern Europe",Sweden,,KARLSTAD
Europe,"Northern Europe",Sweden,,KRISTIANSTAD
Europe,"Northern Europe",Sweden,,KUNGSBACKA
Europe,"Northern Europe",Sweden,,LANDSKRONA
Europe,"Northern Europe",Sweden,,LINKOPING
Europe,"Northern Europe",Sweden,,LULEA
Europe,"Northern Europe",Sweden,,LUND
Europe,"Northern Europe",Sweden,SkÃ¥ne,MALMO
Europe,"Northern Europe",Sweden,,MJOLBY
Europe,"Northern Europe",Sweden,,NORRKOPING
Europe,"Northern Europe",Sweden,,NYKOPING
Europe,"Northern Europe",Sweden,,OSTERSUND
Europe,"Northern Europe",Sweden,,SKELLEFTEA
Europe,"Northern Europe",Sweden,,SKOVDE
Europe,"Northern Europe",Sweden,Stockholm,STOCKHOLM
Europe,"Northern Europe",Sweden,,STRANGNAS
Europe,"Northern Europe",Sweden,,SUNDSVALL
Europe,"Northern Europe",Sweden,,UMEA
Europe,"Northern Europe",Sweden,Uppsala,UPPSALA
Europe,"Northern Europe",Sweden,,VARBERG
Europe,"Northern Europe",Sweden,,VASTERAS
Europe,"Northern Europe",Sweden,,VAXJO
Europe,"Northern Europe",Sweden,,VISBY
Europe,"Northern Europe",Wales,"Mid Glamorgan",ABERDARE
Europe,"Northern Europe",Wales,Ceredigion,ABERYSTWYTH
Europe,"Northern Europe",Wales,Gwynedd,BANGOR
Europe,"Northern Europe",Wales,Gwent,BRYNMAWR
Europe,"Northern Europe",Wales,Cardiff,CARDIFF
Europe,"Northern Europe",Wales,Carmarthenshire,CARMARTHEN
Europe,"Northern Europe",Wales,Pembrokeshire,HAVERFORDWEST
Europe,"Northern Europe",Wales,Flintshire,MOLD
Europe,"Northern Europe",Wales,"West Glamorgan",NEATH
Europe,"Northern Europe",Wales,Newport,NEWPORT
Europe,"Northern Europe",Wales,,NEWPORT
Europe,"Northern Europe",Wales,"West Glamorgan","PORT TALBOT"
Europe,"Northern Europe",Wales,Swansea,SWANSEA
Europe,"Northern Europe",Wales,Wrexham,WREXHAM
Americas,"South America",Brazil,"Central West",BRASILIA
Europe,"Southern Europe",Albania,Tirane,TIRANA
Europe,"Southern Europe","Bosnia and Herzegovina",,SARAJEVO
Europe,"Southern Europe",Croatia,"Medimurje County",CAKOVEC
Europe,"Southern Europe",Croatia,"Dubrovnik-Neretva county",DUBROVNIK
Europe,"Southern Europe",Croatia,"Koprivnica-Krizevci County",KRIZEVCI
Europe,"Southern Europe",Croatia,"Sisak-Moslavina County",KUTINA
Europe,"Southern Europe",Croatia,"Split-Dalmatia County",MAKARSKA
Europe,"Southern Europe",Croatia,"Osijek-Baranja County",OSIJEK
Europe,"Southern Europe",Croatia,"Istria County",POREC
Europe,"Southern Europe",Croatia,"Pozega-Slavonia County",POZEGA
Europe,"Southern Europe",Croatia,"Istria County",PULA
Europe,"Southern Europe",Croatia,"Primorje-Gorski Kotar County",RIJEKA
Europe,"Southern Europe",Croatia,"Primorje-Gorski Kotar County",RIJEKA
Europe,"Southern Europe",Croatia,"Brod-Posavina County","SLAVONSKI BROD"
Europe,"Southern Europe",Croatia,"Split-Dalmatia County",SOLIN
Europe,"Southern Europe",Croatia,"Split-Dalmatia County",SPLIT
Europe,"Southern Europe",Croatia,"Varazdin County",VARAZDIN
Europe,"Southern Europe",Croatia,"Zadar County",ZADAR
Europe,"Southern Europe",Croatia,,ZAGREB
Europe,"Southern Europe",Cyprus,Larnaca,LARNACA
Europe,"Southern Europe",Cyprus,Nicosia,NICOSIA
Europe,"Southern Europe",greece,,ATHENS
Europe,"Southern Europe",greece,"East Macedonia and Thrace",DRAMA
Europe,"Southern Europe",greece,Epirus,IOANNINA
Europe,"Southern Europe",greece,"Central Macedonia",KALAMARIA
Europe,"Southern Europe",greece,Peloponnese,KALAMATA
Europe,"Southern Europe",greece,"East Macedonia and Thrace",KAVALA
Europe,"Southern Europe",greece,"East Macedonia and Thrace",KOMOTINI
Europe,"Southern Europe",greece,Epirus,PREVEZA
Europe,"Southern Europe",greece,Peloponnese,SPARTA
Europe,"Southern Europe",Greece,"Central Macedonia",THESSALONIKI
Europe,"Southern Europe",greece,"Central Macedonia",THESSALONIKI
